Week,Year,Week_Numer,Gross,Gross_Diff,Pot_Gross,Potential_Gross_Percent,Average_Paid_Ticket,Top_Ticket,Seats_Sold,Total_Seats,Performances,Capacity,Capacity_Diff,Show_Name
1/2/11,2011,1,1403667,531716,1392960,1.0077,107.64,300,13040,13576,8,0.961,0.228,West Side Story
11/20/94,1994,47,109627,109627,0,,0,0,6828,0,8,0,0,What S Wrong With This Picture
1/6/13,2013,1,258795,-85395,666920,0.388,83.08,225,3115,5460,7,0.571,-0.018,Who S Afraid Of Virginia Woolf 
1/2/05,2005,1,279222,137021,441971,0.6318,54.58,76.25,5116,7376,8,0.694,0.23,Whoopi
1/7/18,2018,1,1926621,-1374446,1779845,1.0825,128.32,240,15014,15408,8,0.974,-0.026,Wicked
1/4/87,1987,1,144853,21381,0,,0,0,4937,0,8,0,0,Wild Honey
4/11/93,1993,15,12228,12228,0,,0,0,658,0,4,0,0,Wilder Wilder Wilder
1/3/93,1993,1,578143,149483,0,,0,0,10637,0,8,0,0,Will Rogersfollies
12/1/85,1985,48,68740,68740,0,,0,0,3574,0,7,0,0,Wind In The Willows
1/3/10,2010,1,314422,105813,762545,0.4123,59.92,126.5,5247,7028,7,0.747,0.184,Wishful Drinking
1/8/12,2012,2,121813,121813,352965,0.3451,48.22,116,2526,3250,5,0.777,0,Wit
3/22/15,2015,12,419780,419780,714787,0.5873,99.66,293.5,4212,5532,4,0.761,0,Wolf Hall Parts One Two
1/2/11,2011,1,377877,136028,826800,0.457,60.43,125,6253,7760,8,0.806,0.322,Women On The Verge Of A Nervous Breakdown
10/10/93,1993,41,103070,103070,0,,0,0,4447,0,5,0,0,Wonderful Tennessee
1/2/05,2005,1,772385,331351,949032,0.8139,81.75,95,9448,11496,8,0.822,0.261,Wonderful Town
10/13/91,1991,41,27462,27462,0,,0,0,1390,0,4,0,0,Wonderhouse
3/27/11,2011,13,588153,588153,1432024,0.4107,48.6,200,12103,12896,8,0.939,0,Wonderland
1/6/08,2008,1,230398,-101755,501040,0.4598,69.88,226.25,3297,4768,8,0.691,-0.09,Xanadu
1/4/15,2015,1,610186,-40063,986088,0.6188,91.33,250,6681,8584,8,0.778,-0.023,You Can T Take It With You
1/4/87,1987,1,49547,6270,0,,0,0,2247,0,8,0,0,You Never Can Tell
1/24/99,1999,4,54616,54616,200608,0.2723,40.94,75,1334,3288,3,0.406,0,You Re A Good Man Charlie Brown
1/25/09,2009,4,837353,837353,761273,1.0999,98.52,250,8499,8536,8,0.996,0,You Re Welcome Americaa Final Night With George Wbush
6/10/84,1984,0,267302,267302,0,,0,0,9300,0,8,0,0,Zorba
4/29/90,1990,17,15381,15381,0,,0,0,1055,0,2,0,0,Zoya S Apartment
